Timestamp,Observation Date,Observation Time,Observation Date + Time,Rip Current Activity,Rip Strength (within 1 hour of observation time) [Salt Creek Beach],Rip Presence,Rip Strength (within 1 hour of observation time) [Strand Beach],"Rip Behavior (""0"" if rips are listed above as not present or unknown) [Salt Creek Beach]","Rip Behavior (""0"" if rips are listed above as not present or unknown) [Strand Beach]",Average Surf Height (ft) (for both beaches) within 1 hour of observation time,Maximum Surf Height (ft) (for both beaches) within 1 hour of observation time,Number of rip rescues:,Comments:,Observer ID:,Water Temperature (degrees F):,Wave Period (seconds):
3/11/2022 16:46:20,3/11/2022,1:00:00 PM,3/11/2022 1:00:00 PM,,2,1,1,1,0,2,2,0,,Jason Ross,58,9
3/11/2022 17:57:40,3/11/2022,2:56:00 PM,3/11/2022 2:56:00 PM,,1,0,1,1,1,2,3,0,2 prevented from rescue,5670,58,9
3/12/2022 17:06:01,3/12/2022,2:00:00 PM,3/12/2022 2:00:00 PM,,2,1,1,2,2,2,3,0,,Crockett,59,15
3/18/2022 21:59:58,3/18/2022,12:00:00 PM,3/18/2022 12:00:00 PM,,2,1,1,2,0,3,4,0,Spring time combo swell,Moos,60,14
3/20/2022 22:03:21,3/20/2022,1:00:00 PM,3/20/2022 1:00:00 PM,,3,1,2,1,1,4,5,1,NW Wind swell,Moos,62,8
3/21/2022 22:24:09,5/21/2022,5:00:00 PM,5/21/2022 5:00:00 PM,,2,1,1,1,2,4,5,0,,Max Fleming,59,
3/22/2022 21:06:08,3/22/2022,3:00:00 PM,3/22/2022 3:00:00 PM,,2,1,1,1,1,3,4,1,,Jason Ross,60,11
3/22/2022 22:19:49,3/22/2022,10:00:00 AM,3/22/2022 10:00:00 AM,,1,0,1,1,1,3,3,0,,Max Fleming,,
3/23/2022 20:15:59,3/23/2022,2:00:00 PM,3/23/2022 2:00:00 PM,,1,0,0,1,0,1,2,0,,Moos,62,11
3/24/2022 21:42:59,3/24/2022,2:00:00 PM,3/24/2022 2:00:00 PM,,2,1,1,1,2,2,4,0,,Moos,61,9
3/25/2022 18:02:15,3/25/2022,3:01:00 PM,3/25/2022 3:01:00 PM,,1,0,1,2,2,2,4,0,,5670,59,14
3/27/2022 17:57:32,3/27/2022,2:56:00 PM,3/27/2022 2:56:00 PM,,1,0,1,1,1,2,4,0,,5670,58,15
3/28/2022 22:22:24,3/28/2022,7:30:00 PM,3/28/2022 7:30:00 PM,,2,1,2,2,2,3,6,0,,Wilson,60,8
3/29/2022 22:25:37,4/29/2022,10:00:00 AM,4/29/2022 10:00:00 AM,,1,0,1,2,2,3,5,0,,Fleming,,
4/1/2022 22:10:25,4/1/2022,3:30:00 PM,4/1/2022 3:30:00 PM,,3,1,3,2,2,3,5,2,,5670,60,15
4/2/2022 18:40:43,4/2/2022,3:40:00 PM,4/2/2022 3:40:00 PM,,2,1,2,2,2,3,4,0,,Crockett,61,13
4/3/2022 20:39:49,4/3/2022,5:39:00 PM,4/3/2022 5:39:00 PM,,1,0,1,1,1,2,4,0,,5670,58,16
4/4/2022 15:12:36,4/4/2022,12:00:00 AM,4/4/2022 12:00:00 AM,,2,1,1,2,2,3,4,0,,Crockett,60,13
4/6/2022 22:29:37,4/6/2022,3:00:00 PM,4/6/2022 3:00:00 PM,,2,1,1,1,1,5,5,2,,Cara,,
4/9/2022 16:52:32,4/9/2022,1:52:00 AM,4/9/2022 1:52:00 AM,,3,1,2,2,2,4,5,0,,Crockett,61,13
4/10/2022 22:12:21,4/10/2022,12:00:00 PM,4/10/2022 12:00:00 PM,,2,1,2,2,2,4,6,3,,5670,63,16
4/11/2022 17:52:13,4/11/2022,2:50:00 PM,4/11/2022 2:50:00 PM,,2,1,1,2,2,3,4,0,,Crockett,63,11
4/15/2022 19:52:31,4/15/2022,2:00:00 PM,4/15/2022 2:00:00 PM,,2,1,2,2,2,2,4,3,,5670,60,14
4/16/2022 18:51:59,4/16/2022,3:50:00 PM,4/16/2022 3:50:00 PM,,1,0,1,2,2,2,3,0,,Crockett,62,10
4/17/2022 21:46:40,4/17/2022,12:30:00 PM,4/17/2022 12:30:00 PM,,2,1,2,2,2,2,4,4,,5670,60,12
4/19/2022 22:03:53,4/19/2022,5:00:00 PM,4/19/2022 5:00:00 PM,,1,0,1,1,1,2,3,0,,Fleming,,
4/22/2022 22:58:45,4/22/2022,8:00:00 PM,4/22/2022 8:00:00 PM,,2,1,2,1,1,4,7,2,,5670,58,8
4/25/2022 20:40:29,4/25/2022,4:00:00 PM,4/25/2022 4:00:00 PM,,3,1,2,2,2,4,5,1,,Crockett,56,17
4/26/2022 21:17:32,4/26/2022,6:00:00 PM,4/26/2022 6:00:00 PM,,2,1,1,1,1,4,5,0,,Jason Ross,58,13
4/29/2022 20:34:18,4/29/2022,5:33:00 PM,4/29/2022 5:33:00 PM,,1,0,1,2,2,3,5,0,,5670,58,12
5/2/2022 18:48:07,5/2/2022,3:47:00 PM,5/2/2022 3:47:00 PM,,2,1,2,1,1,2,4,1,,5670,60,12
5/3/2022 22:52:09,5/3/2022,7:50:00 PM,5/3/2022 7:50:00 PM,,1,0,1,2,2,2,3,0,,Wilson,60,12
5/5/2022 18:16:56,5/5/2022,1:00:00 PM,5/5/2022 1:00:00 PM,,3,1,3,1,1,3,5,0,"First long period south swell, swell building",Moos,64,18
5/6/2022 22:30:10,5/6/2022,7:30:00 PM,5/6/2022 7:30:00 PM,,2,1,2,1,1,3,8,0,,Wilson,62,15
5/8/2022 22:30:00,5/8/2022,5:00:00 PM,5/8/2022 5:00:00 PM,,2,1,2,1,1,4,6,0,,Fleming,60,
5/9/2022 21:38:23,5/9/2022,6:40:00 PM,5/9/2022 6:40:00 PM,,2,1,2,2,2,3,6,0,,Wilson,61,10
5/10/2022 22:43:17,5/10/2022,7:45:00 PM,5/10/2022 7:45:00 PM,,2,1,2,2,2,2,5,0,,Wilson,61,11
5/13/2022 21:55:20,5/13/2022,7:00:00 PM,5/13/2022 7:00:00 PM,,1,0,1,2,2,1,3,0,,Wilson,61,8
5/14/2022 20:55:12,5/14/2022,5:00:00 PM,5/14/2022 5:00:00 PM,,1,0,1,2,2,2,3,5,,Crockett,62,7
5/15/2022 21:12:26,5/15/2022,6:10:00 PM,5/15/2022 6:10:00 PM,,1,0,1,1,2,1,3,2,,Wilson,61,12
5/17/2022 22:50:39,5/17/2022,7:30:00 PM,5/17/2022 7:30:00 PM,,2,1,2,2,2,3,6,0,,Wilson,61,13
5/21/2022 18:58:13,5/21/2022,4:00:00 PM,5/21/2022 4:00:00 PM,,2,1,2,2,2,4,5,0,,Crockett,63,14
5/22/2022 22:29:57,5/22/2022,7:30:00 PM,5/22/2022 7:30:00 PM,,2,1,2,2,2,3,5,0,,Wilson,62,12
5/23/2022 18:23:36,5/23/2022,3:22:00 PM,5/23/2022 3:22:00 PM,,2,1,2,2,2,2,4,0,,5670,63,14
5/27/2022 21:15:39,5/27/2022,6:15:00 PM,5/27/2022 6:15:00 PM,,2,1,2,2,2,3,6,2,,Wilson,63,12
6/1/2022 20:26:04,7/1/2022,2:00:00 PM,7/1/2022 2:00:00 PM,,2,1,1,2,2,2,4,7,,Moos,68,12
6/2/2022 20:51:36,6/2/2022,5:00:00 PM,6/2/2022 5:00:00 PM,,2,1,1,1,1,4,5,0,,Crockett,66,18
6/4/2022 21:14:45,6/4/2022,2:00:00 PM,6/4/2022 2:00:00 PM,,3,1,3,2,2,3,5,10,,Moos,68,12
6/7/2022 19:12:15,6/7/2022,4:11:00 PM,6/7/2022 4:11:00 PM,,2,1,2,1,1,2,4,4,,5670,65,12
6/8/2022 20:10:35,6/8/2022,2:00:00 PM,6/8/2022 2:00:00 PM,,3,1,2,1,1,2,4,12,,Moos,68,8
6/11/2022 21:19:40,6/10/2022,5:00:00 PM,6/10/2022 5:00:00 PM,,1,0,1,1,1,1,2,1,,Crockett,67,15
6/12/2022 13:27:05,6/12/2022,10:30:00 AM,6/12/2022 10:30:00 AM,,1,0,1,1,1,2,3,5,Great beach day,Bandettini,66,10
6/14/2022 21:53:39,6/14/2022,3:00:00 PM,6/14/2022 3:00:00 PM,,3,1,3,2,2,3,5,30,,5732,67,12
6/19/2022 18:45:31,6/19/2022,12:00:00 PM,6/19/2022 12:00:00 PM,,2,1,2,2,2,4,4,4,,Crockett,69,10
6/21/2022 19:35:22,6/21/2022,4:34:00 PM,6/21/2022 4:34:00 PM,,1,0,1,2,2,2,4,1,,5731,68,12
6/29/2022 19:58:07,6/30/2020,2:00:00 PM,6/30/2020 2:00:00 PM,,2,1,1,1,1,3,4,5,,H,68,8
7/6/2022 19:14:44,7/6/2022,1:00:00 PM,7/6/2022 1:00:00 PM,,0,0,0,1,1,1,1,1,,H,,
7/8/2022 20:29:13,7/8/2022,5:30:00 PM,7/8/2022 5:30:00 PM,,0,0,0,0,0,1,2,0,,Wilson,68,
7/9/2022 15:16:32,7/9/2022,12:15:00 PM,7/9/2022 12:15:00 PM,,1,0,1,2,2,2,3,2,,Crockett,67,12
7/11/2022 20:04:21,7/11/2022,5:00:00 PM,7/11/2022 5:00:00 PM,,1,0,1,2,2,2,3,0,,Wilson,67,12
7/13/2022 20:46:16,7/13/2022,4:00:00 PM,7/13/2022 4:00:00 PM,,2,1,1,1,1,3,4,6,,Jason Ross,64,11
7/14/2022 17:18:51,7/14/2022,2:00:00 PM,7/14/2022 2:00:00 PM,,2,1,1,1,1,3,5,10,,Jason Ross,64,12
7/16/2022 19:57:50,7/16/2022,5:00:00 PM,7/16/2022 5:00:00 PM,,3,1,3,1,2,4,8,15,,Wilson,66,18
7/17/2022 20:08:09,7/18/2022,4:00:00 PM,7/18/2022 4:00:00 PM,,1,0,1,1,1,5,7,7,,Jason Ross,66,13
